,is_binding_SARS-CoV2_WT,is_neutral_SARS-CoV2_WT,is_nanobody,name
6739,1,1,0,C2006
6740,1,0,0,C2007
6741,1,0,0,C2008
6742,1,0,0,C201
6743,1,0,0,C2010
6744,1,0,0,C2011
6745,1,0,0,C2012
6746,1,0,0,C2013
6747,1,0,0,C2014
6748,1,0,0,C2015
6749,1,0,0,C2016
6750,1,0,0,C2017
6751,1,1,0,C2018
6752,1,1,0,C2019
6753,1,0,0,C202
6754,1,1,0,C2020
6755,1,0,0,C2021
6756,1,1,0,C2022
6757,1,0,0,C2023
6758,1,0,0,C2024
6759,1,1,0,C2025
6760,1,1,0,C2026
6761,1,0,0,C2027
6762,1,0,0,C2028
6763,1,1,0,C2029
6764,1,1,0,C2030
6765,1,0,0,C2031
6766,1,1,0,C2033
6767,1,0,0,C2034
6768,1,0,0,C2035
6769,1,0,0,C2036
6770,1,1,0,C2037
6771,1,1,0,C2038
6772,1,1,0,C2039
6773,1,0,0,C204
6774,1,0,0,C2042
6775,1,1,0,C2043
6776,1,1,0,C2044
6777,1,1,0,C2045
6778,1,1,0,C2046
6779,1,1,0,C2047
6780,1,1,0,C2048
6781,1,1,0,C2049
6782,1,0,0,C205
6783,1,1,0,C2051
6784,1,1,0,C2052
6785,1,0,0,C2056
6786,1,0,0,C2057
6787,1,0,0,C2058
6788,1,0,0,C2059
6789,1,0,0,C2060
6790,1,0,0,C2061
6791,1,0,0,C2062
6792,1,0,0,C2063
6793,1,0,0,C2064
6794,1,1,0,C2065
6795,1,1,0,C2066
6796,1,0,0,C2067
6797,1,0,0,C2068
6798,1,1,0,C207
6799,1,1,0,C2070
6800,1,1,0,C2072
6801,1,1,0,C2073
6802,1,0,0,C208
6803,1,1,0,C210
6804,1,0,0,C2106
6805,1,0,0,C2107
6806,1,0,0,C2108
6807,1,0,0,C2109
6808,1,1,0,C211
6809,1,1,0,C2110
6810,1,0,0,C2111
6811,1,0,0,C2112
6812,1,1,0,C2113
6813,1,0,0,C2116
6814,1,0,0,C2117
6815,1,0,0,C2118
6816,1,1,0,C2119
6817,1,0,0,C212
6818,1,0,0,C2120
6819,1,0,0,C2121
6820,1,1,0,C2123
6821,1,0,0,C2124
6822,1,0,0,C2134
6823,1,0,0,C2135
6824,1,0,0,C2136
6825,1,1,0,C2137
6826,1,1,0,C2139
6827,1,0,0,C214
6828,1,1,0,C2140
6829,1,0,0,C2141
6830,1,1,0,C2148
6831,1,1,0,C2149
6832,1,0,0,C215
6833,1,1,0,C2150
6834,1,0,0,C2154
6835,1,0,0,C2156
6836,1,1,0,C2159
6837,1,0,0,C216
6838,1,1,0,C2160
6839,1,0,0,C2163
6840,1,0,0,C2164
6841,1,0,0,C2165
6842,1,0,0,C2166
6843,1,1,0,C2167
6844,1,0,0,C2168
6845,1,0,0,C2169
6846,1,1,0,C2170
6847,1,0,0,C2171
6848,1,1,0,C2172
6849,1,1,0,C2173
6850,1,1,0,C2174
6851,1,1,0,C2175
6852,1,0,0,C2176
6853,1,1,0,C2177
6854,1,1,0,C2178
6855,1,0,0,C2179
6856,1,0,0,C2180
6857,1,0,0,C2181
6858,1,0,0,C2182
6859,1,0,0,C2183
6860,1,0,0,C2184
6861,1,1,0,C2185
6862,1,1,0,C2188
6863,1,0,0,C2189
6864,1,0,0,C2190
6865,1,0,0,C2206
6866,1,0,0,C2207
6867,1,1,0,C2208
6868,1,1,0,C2209
6869,1,1,0,C2210
6870,1,0,0,C2211
6871,1,1,0,C2212
6872,1,0,0,C2217
6873,1,1,0,C2219
6874,1,1,0,C2220
6875,1,1,0,C2221
6876,1,1,0,C2222
6877,1,1,0,C2223
6878,1,1,0,C2224
6879,1,1,0,C2225
6880,1,1,0,C2226
6881,1,1,0,C2227
6882,1,1,0,C2228
6883,1,1,0,C2229
6884,1,0,0,C2230
6885,1,0,0,C2231
6886,1,1,0,C2232
6887,1,1,0,C2233
6888,1,0,0,C2234
6889,1,1,0,C2235
6890,1,1,0,C2236
6891,1,1,0,C2237
6893,1,0,0,C2239
6894,1,0,0,C2240
6896,1,1,0,C2307
6897,1,1,0,C2308
6898,1,0,0,C2309
6899,1,0,0,C2311
6900,1,0,0,C2314
6901,1,0,0,C2315
6902,1,1,0,C2316
6903,1,0,0,C2317
6904,1,1,0,C2318
6905,1,1,0,C2319
6906,1,0,0,C2320
6907,1,1,0,C2321
6908,1,0,0,C2323
6909,1,0,0,C2324
6910,1,1,0,C2325
6911,1,0,0,C2327
6912,1,1,0,C2328
6913,1,1,0,C2329
6914,1,0,0,C2330
6915,1,0,0,C2331
6916,1,1,0,C2332
6917,1,1,0,C2394
6918,1,1,0,C2395
6919,1,1,0,C2396
6920,1,0,0,C2398
6921,1,1,0,C2400
6922,1,1,0,C2401
6923,1,0,0,C2402
6924,1,1,0,C2403
6925,1,1,0,C2404
6926,1,0,0,C2406
6927,1,0,0,C2407
6928,1,0,0,C2408
6929,1,1,0,C2409
6930,1,1,0,C2410
6931,1,0,0,C2412
6932,1,0,0,C2413
6933,1,0,0,C2418
6934,1,0,0,C2420
6935,1,0,0,C2421
6936,1,0,0,C2422
6937,1,0,0,C2427
6938,1,0,0,C2429
6939,1,1,0,C2430
6940,1,1,0,C2431
6941,1,0,0,C2432
6942,1,1,0,C2434
6943,1,0,0,C2436
6944,1,0,0,C2437
6945,1,1,0,C2438
6946,1,0,0,C2443
6947,1,1,0,C2456
6948,1,1,0,C2458
6949,1,1,0,C2459
6950,1,1,0,C2460
6951,1,1,0,C2464
6952,1,1,0,C2465
6953,1,0,0,C2466
6954,1,0,0,C2467
6955,1,1,0,C2470
6956,1,1,0,C2471
6957,1,1,0,C2473
6959,1,0,0,C2476
6960,1,1,0,C2477
6961,1,0,0,C2478
6962,1,1,0,C2479
6963,1,1,0,C2480
6964,1,1,0,C2481
6965,1,0,0,C2483
6966,1,1,0,C2484
6967,1,1,0,C2485
6968,1,1,0,C2492
6969,1,1,0,C2493
6970,1,1,0,C2496
6971,1,1,0,C2498
6972,1,1,0,C2500
6973,1,1,0,C2501
6974,1,1,0,C2502
6975,1,1,0,C2504
6976,1,1,0,C2511
6977,1,1,0,C2512
6978,1,1,0,C2513
6979,1,1,0,C2514
6980,1,1,0,C2515
6981,1,1,0,C2517
6982,1,1,0,C2518
6983,1,1,0,C2519
6984,1,1,0,C2523
6985,1,1,0,C2524
6986,1,1,0,C2525
6987,1,1,0,C2526
6988,1,1,0,C2527
6989,1,1,0,C2529
6990,1,1,0,C2531
6991,1,1,0,C2534
6992,1,1,0,C2535
6993,1,1,0,C2537
6994,1,1,0,C2539
6995,1,1,0,C2540
6996,1,1,0,C2541
6997,1,1,0,C2543
6998,1,1,0,C2544
6999,1,1,0,C2545
7000,1,1,0,C2546
7001,1,1,0,C2551
7002,1,1,0,C2552
7003,1,1,0,C2555
7004,1,1,0,C2556
7005,1,1,0,C2557
7006,1,1,0,C2558
7007,1,1,0,C2560
7008,1,1,0,C2561
7009,1,1,0,C2562
7010,1,1,0,C2563
7011,1,1,0,C2568
7012,1,1,0,C2571
7013,1,1,0,C2572
7014,1,1,0,C2575
7015,1,1,0,C2576
7016,1,1,0,C2577
7017,1,1,0,C2579
7018,1,1,0,C2580
7019,1,1,0,C2581
7020,1,1,0,C2583
7021,1,1,0,C2585
7022,1,1,0,C2586
7023,1,1,0,C2587
7024,1,1,0,C2589
7025,1,1,0,C2590
7026,1,1,0,C2591
7027,1,1,0,C2592
7028,1,1,0,C2603
7029,1,1,0,C2604
7030,1,1,0,C2605
7031,1,1,0,C2607
7032,1,1,0,C2608
7033,1,1,0,C2611
7034,1,1,0,C2614
7035,1,1,0,C2615
7036,1,1,0,C2616
7037,1,1,0,C2620
7038,1,1,0,C2621
7039,1,1,0,C2622
7040,1,1,0,C2624
7041,1,1,0,C2625
7042,1,1,0,C2627
7043,1,1,0,C2628
7044,1,1,0,C2629
7045,1,1,0,C2632
7046,1,1,0,C2633
7047,1,1,0,C2634
7048,1,1,0,C2635
7049,1,1,0,C2639
7050,1,1,0,C2641
7051,1,1,0,C2642
7052,1,1,0,C2643
7053,1,1,0,C2645
7054,1,1,0,C2646
7055,1,1,0,C2647
7056,1,1,0,C2648
7057,1,1,0,C2652
7058,1,1,0,C2653
7059,1,1,0,C2654
7060,1,1,0,C2656
7061,1,1,0,C2657
7062,1,1,0,C2658
7063,1,1,0,C2660
7064,1,1,0,C2661
7065,1,1,0,C2662
7066,1,1,0,C2665
7067,1,1,0,C2667
7068,1,1,0,C2668
7069,1,1,0,C2669
7070,1,1,0,C2671
7071,1,1,0,C2672
7072,1,1,0,C2673
7073,1,1,0,C2677
7074,1,1,0,C2678
7075,1,1,0,C2684
7076,1,1,0,C2685
7077,1,1,0,C2687
7078,1,1,0,C2767P3S
7081,1,1,0,C3002
7082,1,1,0,C3003
7083,1,1,0,C3006
7084,1,1,0,C3008
7085,1,1,0,C3011
7086,1,1,0,C3013
7087,1,1,0,C3014
7088,1,1,0,C3016
7089,1,1,0,C3025
7090,1,1,0,C3030
7091,1,1,0,C3034
7092,1,1,0,C3035
7093,1,1,0,C3036
7094,1,1,0,C3038
7095,1,1,0,C3041
7096,1,1,0,C3042
7097,1,1,0,C3047
7098,1,1,0,C3049
7099,1,1,0,C3051
7100,1,1,0,C3052
7101,1,1,0,C3056
7102,1,1,0,C3059
7103,1,1,0,C3061
7104,1,1,0,C3062
7105,1,1,0,C3063
7106,1,1,0,C3064
7107,1,1,0,C3065
7108,1,1,0,C3066
7109,1,1,0,C3068
7110,1,1,0,C3069
7111,1,1,0,C3071
7112,1,1,0,C3075
7113,1,1,0,C3077
7114,1,1,0,C3078
7116,1,1,0,C3080
7117,1,1,0,C3082
7118,1,1,0,C3084
7119,1,1,0,C3085
7120,1,1,0,C3086
7121,1,1,0,C3087
7122,1,1,0,C3088
7123,1,1,0,C3089
7124,1,1,0,C3090
7125,1,1,0,C3091
7126,1,1,0,C3092
7127,1,1,0,C3094
7128,1,1,0,C3097
7129,1,1,0,C3098
7130,1,1,0,C3099
7131,1,1,0,C3100
7132,1,1,0,C3103
7133,1,1,0,C3104
7134,1,1,0,C3105
7135,1,1,0,C3106
7136,1,1,0,C3107
7137,1,1,0,C3109
7138,1,1,0,C3110
7139,1,1,0,C3112
7140,1,1,0,C3113
7141,1,1,0,C3115
7142,1,1,0,C3116
7143,1,1,0,C3117
7144,1,1,0,C3118
7145,1,1,0,C3119
7146,1,1,0,C3121
7147,1,1,0,C3124
7148,1,1,0,C3125
7149,1,1,0,C3129
7150,1,1,0,C3130
7151,1,1,0,C3131
7152,1,1,0,C3132
7153,1,1,0,C3133
7154,1,1,0,C3134
7155,1,1,0,C3136
7156,1,1,0,C3139
7157,1,1,0,C3140
7158,1,1,0,C3141
7159,1,1,0,C3145
7160,1,1,0,C3146
7161,1,1,0,C3147
7166,1,1,0,C502
7167,1,1,0,C503
7168,1,0,0,C504
7169,1,1,0,C505
7170,1,0,0,C506
7171,1,1,0,C507
7172,1,1,0,C509
7173,1,0,0,C510
7174,1,1,0,C511
7176,1,1,0,C513
7177,1,1,0,C514
7178,1,1,0,C515
7179,1,1,0,C517
7180,1,0,0,C518
7181,1,1,0,C519
7182,1,1,0,C521
7183,1,1,0,C522
7184,1,1,0,C523
7185,1,1,0,C524
7186,1,1,0,C525
7187,1,1,0,C526
7188,1,1,0,C527
7189,1,1,0,C528
7190,1,1,0,C529
7191,1,1,0,C530
7192,1,1,0,C531
7193,1,1,0,C532
7194,1,1,0,C533
7195,1,0,0,C534
7196,1,1,0,C535
7197,1,1,0,C536
7198,1,0,0,C537
7199,1,0,0,C538
7200,1,1,0,C539
7201,1,1,0,C540
7202,1,1,0,C542
7203,1,1,0,C543
7204,1,1,0,C544
7205,1,1,0,C545
7206,1,0,0,C546
7209,1,0,0,C550
7210,1,1,0,C553
7211,1,0,0,C554
7212,1,1,0,C555
7213,1,0,0,C558
7214,1,1,0,C559
7215,1,1,0,C560
7216,1,1,0,C561
7217,1,1,0,C562
7218,1,1,0,C563
7219,1,0,0,C564
7220,1,1,0,C565
7221,1,1,0,C566
7222,1,0,0,C567
7223,1,0,0,C568
7224,1,1,0,C569
7225,1,1,0,C570
7226,1,1,0,C571
7227,1,1,0,C572
7228,1,1,0,C573
7229,1,0,0,C574
7230,1,1,0,C575
7231,1,1,0,C577
7232,1,1,0,C579
7233,1,1,0,C580
7234,1,1,0,C582
7235,1,1,0,C583
7236,1,1,0,C584
7237,1,1,0,C585
7238,1,1,0,C586
7239,1,1,0,C587
7240,1,1,0,C588
7241,1,1,0,C589
7242,1,1,0,C590
7243,1,1,0,C592
7244,1,1,0,C593
7245,1,1,0,C595
7246,1,1,0,C596
7247,1,1,0,C598
7248,1,1,0,C601
7249,1,1,0,C602
7250,1,1,0,C603
7251,1,1,0,C604
7252,1,1,0,C606
7253,1,0,0,C607
7254,1,0,0,C608
7255,1,1,0,C609
7256,1,1,0,C610
7257,1,1,0,C611
7258,1,1,0,C612
7259,1,1,0,C613
7260,1,1,0,C614
7261,1,1,0,C615
7262,1,1,0,C616
7263,1,0,0,C617
7264,1,0,0,C618
7265,1,1,0,C620
7266,1,0,0,C621
7267,1,1,0,C622
7268,1,0,0,C623
7269,1,0,0,C624
7270,1,1,0,C625
7271,1,0,0,C626
7272,1,1,0,C627
7273,1,1,0,C628
7274,1,0,0,C629
7275,1,1,0,C630
7276,1,0,0,C631
7277,1,0,0,C633
7278,1,1,0,C634
7279,1,0,0,C635
7280,1,1,0,C636
7281,1,1,0,C637
7282,1,0,0,C638
7283,1,0,0,C639
7285,1,1,0,C640
7286,1,0,0,C641
7287,1,1,0,C642
7288,1,1,0,C643
7289,1,1,0,C644
7290,1,0,0,C645
7291,1,1,0,C646
7292,1,0,0,C647
7293,1,1,0,C648
7294,1,1,0,C649
7295,1,1,0,C650
7296,1,1,0,C651
7297,1,1,0,C652
7298,1,1,0,C653
7299,1,1,0,C654
7300,1,0,0,C655
7301,1,0,0,C656
7302,1,1,0,C657
7303,1,1,0,C658
7304,1,1,0,C659
7305,1,1,0,C660
7306,1,1,0,C662
7307,1,1,0,C663
7308,1,1,0,C664
7309,1,1,0,C665
7310,1,1,0,C666
7311,1,1,0,C667
7312,1,0,0,C668
7313,1,1,0,C669
7314,1,1,0,C670
7315,1,1,0,C671
7316,1,1,0,C672
7317,1,0,0,C673
7318,1,0,0,C674
7319,1,1,0,C675
7320,1,0,0,C676
7321,1,0,0,C677
7322,1,1,0,C678
7323,1,0,0,C679
7324,1,0,0,C680
7325,1,0,0,C681
7326,1,1,0,C682
7327,1,1,0,C683
7328,1,0,0,C684
7329,1,0,0,C685
7330,1,1,0,C686
7331,1,0,0,C687
7332,1,1,0,C688
7333,1,1,0,C689
7334,1,0,0,C690
7335,1,1,0,C691
7336,1,1,0,C692
7337,1,1,0,C693
7338,1,1,0,C694
7339,1,1,0,C695
7340,1,0,0,C696
7341,1,0,0,C698
7342,1,1,0,C699
7343,1,1,0,C7
7344,1,1,0,C703
7345,1,0,0,C704
7346,1,1,0,C706
7347,1,0,0,C707
7348,1,1,0,C708
7349,1,1,0,C709
7350,1,0,0,C710
7352,1,1,0,C77G12
7354,1,0,0,C801
7355,1,1,0,C803
7356,1,1,0,C804
7357,1,1,0,C806
7358,1,1,0,C807
7359,1,0,0,C808
7360,1,0,0,C810
7361,1,1,0,C812
7362,1,1,0,C814
7363,1,0,0,C815
7364,1,0,0,C816
7365,1,0,0,C817
7366,1,1,0,C818
7367,1,0,0,C819
7368,1,1,0,C820
7369,1,1,0,C821
7370,1,0,0,C822
7371,1,1,0,C823
7372,1,1,0,C824
7373,1,1,0,C825
7374,1,1,0,C826
7375,1,1,0,C827
7376,1,1,0,C828
7377,1,1,0,C829
7378,1,0,0,C830
7379,1,1,0,C831
7380,1,1,0,C832
7381,1,1,0,C835
7382,1,1,0,C836
7383,1,1,0,C837
7384,1,1,0,C838
7385,1,0,0,C839
7388,1,0,0,C840
7389,1,0,0,C841
7390,1,1,0,C842
7391,1,0,0,C843
7392,1,1,0,C844
7393,1,1,0,C845
7394,1,1,0,C846
7395,1,1,0,C847
7396,1,0,0,C848
7397,1,0,0,C849
7398,1,1,0,C850
7399,1,1,0,C851
7400,1,1,0,C852
7401,1,1,0,C853
7402,1,1,0,C854
7403,1,1,0,C855
7404,1,0,0,C856
7405,1,0,0,C857
7406,1,0,0,C858
7407,1,0,0,C859
7408,1,0,0,C860
7409,1,1,0,C861
7410,1,0,0,C862
7411,1,1,0,C863
7412,1,1,0,C864
7413,1,0,0,C865
7414,1,0,0,C866
7415,1,1,0,C867
7416,1,1,0,C868
7417,1,1,0,C869
7418,1,0,0,C870
7419,1,1,0,C871
7420,1,1,0,C872
7421,1,1,0,C873
7422,1,1,0,C874
7423,1,1,0,C875
7424,1,1,0,C876
7425,1,1,0,C877
7426,1,0,0,C878
7427,1,1,0,C879
7428,1,1,0,C880
7429,1,1,0,C881
7430,1,0,0,C882
7431,1,1,0,C884
7432,1,0,0,C885
7433,1,1,0,C886
7434,1,1,0,C887
7435,1,1,0,C888
7436,1,1,0,C889
7437,1,1,0,C890
7438,1,1,0,C892
7439,1,1,0,C893
7440,1,1,0,C894
7441,1,0,0,C895
7442,1,0,0,C896
7443,1,0,0,C897
7444,1,0,0,C898
7445,1,1,0,C899
7446,1,1,0,C900
7447,1,1,0,C901
7448,1,1,0,C902
7449,1,1,0,C903
7450,1,1,0,C904
7451,1,1,0,C905
7452,1,1,0,C906
7453,1,1,0,C907
7454,1,1,0,C908
7455,1,1,0,C909
7456,1,1,0,C910
7457,1,0,0,C911
7458,1,0,0,C912
7459,1,1,0,C913
7460,1,1,0,C914
7461,1,1,0,C915
7462,1,0,0,C916
7463,1,0,0,C917
7464,1,1,0,C918
7465,1,1,0,C919
7466,1,1,0,C920
7467,1,1,0,C921
7468,1,1,0,C922
7469,1,1,0,C923
7470,1,1,0,C924
7471,1,1,0,C925
7472,1,1,0,C926
7473,1,1,0,C927
7474,1,1,0,C928
7475,1,1,0,C929
7476,1,1,0,C930
7477,1,1,0,C931
7478,1,1,0,C932
7479,1,1,0,C933
7480,1,1,0,C934
7481,1,1,0,C935
7482,1,1,0,C936
7483,1,1,0,C937
7484,1,1,0,C938
7485,1,1,0,C939
7486,1,1,0,C940
7487,1,1,0,C941
7488,1,0,0,C942
7489,1,1,0,C943
7490,1,0,0,C944
7491,1,0,0,C945
7492,1,0,0,C946
7493,1,1,0,C947
7494,1,0,0,C948
7495,1,0,0,C949
7496,1,1,0,C950
7497,1,1,0,C951
7498,1,1,0,C952
7499,1,0,0,C953
7500,1,1,0,C954
7501,1,1,0,C955
7502,1,1,0,C956
7503,1,1,0,C957
7504,1,1,0,C958
7505,1,1,0,C959
7506,1,1,0,C960
7507,1,1,0,C961
7508,1,1,0,C962
7509,1,0,0,C964
7510,1,1,0,C965
7511,1,1,0,C966
7512,1,1,0,C967
7513,1,1,0,C968
7514,1,1,0,C969
7515,1,1,0,C970
7516,1,1,0,C972
7517,1,1,0,C973
7518,1,0,0,C974
7519,1,0,0,C975
7520,1,0,0,C976
7521,1,0,0,C977
7522,1,0,0,C979
7523,1,1,0,C980
7524,1,1,0,C981
7525,1,0,0,C982
7526,1,0,0,C983
7527,1,1,0,C984
7528,1,1,0,C985
7529,1,1,0,C987
7530,1,1,0,C989
7531,1,1,0,C990
7532,1,1,0,C991
7533,1,1,0,C992
7534,1,1,0,C993
7535,1,1,0,C994
7536,1,1,0,C995
7537,1,1,0,C997
7538,1,0,0,C998
7539,1,0,0,C999
7540,1,1,0,CA1
7541,1,1,0,CAB-A17
7542,1,1,0,CAB-A18
7543,1,1,0,CAB-A49
7544,1,1,0,CAB-B37
7545,1,1,0,CAB-C19
7546,1,1,0,CAB-D16
7547,1,1,0,CAB-E24
7548,1,1,0,CAB-E30
7549,1,1,0,CAB-F52
7550,1,1,0,CAB-G01
7551,1,1,0,CAB-H50
7552,1,1,0,CAB-I12
7553,1,1,0,CAB-I47
7554,1,1,0,CAB-J39
7555,1,1,0,CAB-K04
7556,1,1,0,CAB-M77
7557,1,1,0,CAB-N86
7558,1,1,1,Casasnovas-1.10
7559,1,0,1,Casasnovas-1.16
7560,1,1,1,Casasnovas-1.26
7561,1,1,1,Casasnovas-1.28
7562,1,1,1,Casasnovas-1.29
7563,1,1,1,Casasnovas-2.1
7564,1,0,1,Casasnovas-2.11
7565,1,1,1,Casasnovas-2.15
7566,1,1,1,Casasnovas-2.20
7567,1,1,0,CB6
7568,1,0,0,CC10.1
7569,1,0,0,CC10.2
7570,1,0,0,CC10.3
7571,1,1,0,CC12.10
7572,1,1,0,CC12.11
7573,1,1,0,CC12.12
7574,1,1,0,CC12.13
7575,1,1,0,CC12.14
7576,1,1,0,CC12.15
7577,1,1,0,CC12.16
7578,1,1,0,CC12.17
7579,1,1,0,CC12.18
7580,1,1,0,CC12.19
7581,1,1,0,CC12.2
7584,1,1,0,CC12.23
7589,1,1,0,CC12.28
7590,1,1,0,CC12.4
7591,1,1,0,CC12.5
7592,1,1,0,CC12.6
7593,1,1,0,CC12.7
7594,1,1,0,CC12.8
7596,1,0,0,CC36.1
7597,1,0,0,CC36.2
7598,1,1,0,CC36.3
7599,1,0,0,CC36.4
7600,1,0,0,CC36.5
7601,1,1,0,CC36.6
7602,1,1,0,CC40.1
7603,1,0,0,CC40.2
7604,1,0,0,CC40.3
7605,1,0,0,CC40.4
7606,1,0,0,CC40.5
7607,1,0,0,CC40.6
7608,1,0,0,CC40.7
7609,1,1,0,CC40.8
7610,1,1,0,CC6.29
7611,1,1,0,CC6.30
7612,1,1,0,CC6.31
7613,1,1,0,CC6.32
7614,1,1,0,CC6.33
7615,1,0,0,CC9.1
7616,1,0,0,CC9.2
7617,0,0,0,CC9.3
7622,1,1,0,Ch-N5
7623,1,0,0,Chan-SC01
7624,1,0,0,Chan-SC11
7625,1,1,0,Chan-SC23
7626,1,0,0,Chan-SC29
7627,1,1,0,Chan-SC31
7628,1,0,0,Chan-SC36
7629,1,1,1,Chen_SR18
7632,1,1,0,CM17
7633,1,1,0,CM25
7634,1,0,0,CM29
7635,1,1,0,CM30
7636,1,0,0,CM31
7637,1,1,0,CM58
7639,1,1,1,CN111647076A_4A10
7640,1,1,1,CN111647077A-VHH1
7641,1,1,1,CN111647077A-VHH10
7642,1,1,1,CN111647077A-VHH11
7643,1,1,1,CN111647077A-VHH12
7644,1,1,1,CN111647077A-VHH13
7645,1,1,1,CN111647077A-VHH14
7646,1,1,1,CN111647077A-VHH15
7647,1,1,1,CN111647077A-VHH16
7648,1,1,1,CN111647077A-VHH17
7649,1,1,1,CN111647077A-VHH18
7650,1,1,1,CN111647077A-VHH19
7651,1,1,1,CN111647077A-VHH2
7652,1,1,1,CN111647077A-VHH20
7653,1,1,1,CN111647077A-VHH21
7654,1,1,1,CN111647077A-VHH22
7655,1,1,1,CN111647077A-VHH23
7656,1,1,1,CN111647077A-VHH24
7657,1,1,1,CN111647077A-VHH25
7658,1,1,1,CN111647077A-VHH26
7659,1,1,1,CN111647077A-VHH27
7660,1,1,1,CN111647077A-VHH3
7661,1,1,1,CN111647077A-VHH4
7662,1,1,1,CN111647077A-VHH5
7663,1,1,1,CN111647077A-VHH6
7664,1,1,1,CN111647077A-VHH7
7665,1,1,1,CN111647077A-VHH8
7666,1,1,1,CN111647077A-VHH9
7667,1,1,0,CN111690059A-1D7
7668,1,1,0,CN111718411A-1F2
7669,1,1,0,CN111732654A-1E10
7694,1,1,0,CN111995674A-mhC3
7695,1,1,0,CN111995674A-mhC3b
7696,1,1,1,CN112062838A-sdAb
7697,1,1,1,CN112062840A
7698,1,1,0,CN112250763B_Ab1
7699,1,1,0,CN112390879A-1F
7700,1,1,0,CN112521496A_2E10
7701,1,1,0,CN112521496A_6E2
7702,1,1,0,CN112661841A_17-2
7703,1,1,0,CN113045647A-1
7704,1,1,0,CN113045647A-2
7705,1,1,0,CN113045647A-3
7706,1,1,0,CN113045647A-4
7707,1,1,0,CN113045647A-5
7708,1,1,0,CN113150129A-scFv27
7709,1,1,0,CN113150129A-scFv32
7710,1,1,0,CN113264998A-scFv22
7711,1,1,0,CN113264998A-scFv24
7712,1,1,0,CN113461810A_24C7
7713,1,1,0,CN113461810A_24G1
7714,1,1,0,CN113461810A_24G2
7716,1,1,1,CN113563463A-1FC
7717,1,1,1,CN113563463A-2FC
7718,1,1,1,CN113563463A-3FC
7719,1,1,1,CN113563463A-4FC
7720,1,1,1,CN113563463A-5FC
7721,1,1,1,CN113563463A-6FC
7724,1,0,0,CnC2t1p1_B10
7725,1,1,0,CnC2t1p1_B4
7726,1,1,0,CnC2t1p1_D6
7727,1,1,0,CnC2t1p1_E12
7728,1,1,0,CnC2t1p1_E8
7729,1,1,0,CnC2t1p1_G6
7730,1,1,0,Wang_8D3
7731,1,1,0,COV107-23
7733,1,1,0,CoV11
7734,1,0,0,COV2-2002
7735,1,0,0,COV2-2006
7736,1,0,0,COV2-2007
7737,1,0,0,COV2-2009
7738,1,0,0,COV2-2011
7739,1,0,0,COV2-2013
7740,1,0,0,COV2-2016
7741,1,0,0,COV2-2017
7742,1,0,0,COV2-2021
7743,1,0,0,COV2-2022
7744,1,0,0,COV2-2025
7745,1,0,0,COV2-2026
7746,1,0,0,COV2-2027
7747,1,0,0,COV2-2028
7748,1,0,0,COV2-2029
7749,1,0,0,COV2-2031
7750,1,0,0,COV2-2032
7751,1,0,0,COV2-2033
7752,1,0,0,COV2-2034
7753,1,0,0,COV2-2035
7754,1,0,0,COV2-2039
7755,1,0,0,COV2-2041
7756,1,1,0,COV2-2050
7757,1,0,0,COV2-2051
7758,1,0,0,COV2-2054
7759,1,0,0,COV2-2055
7760,1,0,0,COV2-2070
7761,1,0,0,COV2-2078
7762,1,0,0,COV2-2080
7763,1,0,0,COV2-2082
7764,1,0,0,COV2-2083
7765,1,0,0,COV2-2094
7766,1,1,0,COV2-2096
7767,1,1,0,COV2-2097
7768,1,0,0,COV2-2108
7769,1,0,0,COV2-2110
7770,1,0,0,COV2-2111
7771,1,0,0,COV2-2114
7772,1,0,0,COV2-2128
7773,1,1,0,COV2-2132
7774,1,0,0,COV2-2137
7775,1,0,0,COV2-2142
7776,1,0,0,COV2-2143
7777,1,0,0,COV2-2146
7778,1,0,0,COV2-2147
7779,1,0,0,COV2-2150
7780,1,0,0,COV2-2151
7781,1,0,0,COV2-2158
7782,1,0,0,COV2-2159
7783,1,0,0,COV2-2160
7784,1,1,0,COV2-2165
7785,1,0,0,COV2-2166
7786,1,0,0,COV2-2171
7787,1,0,0,COV2-2173
7788,1,0,0,COV2-2175
7789,1,0,0,COV2-2177
7790,1,0,0,COV2-2178
7791,1,0,0,COV2-2183
7792,1,0,0,COV2-2187
7793,1,0,0,COV2-2189
7794,1,0,0,COV2-2190
7795,1,0,0,COV2-2191
7796,1,0,0,COV2-2195
7797,1,0,0,COV2-2197
7798,1,0,0,COV2-2199
7799,1,0,0,COV2-2203
7800,1,0,0,COV2-2207
7801,1,0,0,COV2-2210
7802,1,0,0,COV2-2212
7803,1,0,0,COV2-2214
7804,1,0,0,COV2-2215
7805,1,0,0,COV2-2216
7806,1,0,0,COV2-2218
7807,1,0,0,COV2-2222
7808,1,0,0,COV2-2224
7809,1,0,0,COV2-2226
7810,1,0,0,COV2-2227
7811,1,0,0,COV2-2228
7812,1,0,0,COV2-2231
7813,1,0,0,COV2-2235
7814,1,0,0,COV2-2238
7815,1,0,0,COV2-2239
7816,1,0,0,COV2-2240
7817,1,0,0,COV2-2241
7818,1,0,0,COV2-2243
7819,1,0,0,COV2-2245
7820,1,0,0,COV2-2248
7821,1,0,0,COV2-2250
7822,1,0,0,COV2-2251
7823,1,0,0,COV2-2253
7824,1,0,0,COV2-2256
